holiday_friendly,holiday_code,holiday_type,date,day_of_week,day_of_week_code,is_weekend,month,season_code,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,is_holiday,holiday_5,holiday_weekend
NULL,NULL,NULL,00:00.0,Sunday,1,0,2,1,22,68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,2,1,22,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,3,2,21,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,3,2,26,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,3,2,68,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,3,2,10,80,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,3,2,18,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,3,2,23,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,3,2,71,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,3,2,89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,3,2,25,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,3,2,32,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,3,2,37,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,3,2,42,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,3,2,44,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,3,2,73,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,3,2,42,48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,3,2,38,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,3,2,47,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,3,2,53,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,3,2,52,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,3,2,54,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,3,2,75,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,3,2,37,53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,3,2,17,73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,3,2,20,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,3,2,16,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,3,2,24,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,4,2,70,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,4,2,48,42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,4,2,49,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,4,2,56,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,4,2,54,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,4,2,66,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Spring Break,spr,School,00:00.0,Monday,2,0,4,2,25,65,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Spring Break,spr,School,00:00.0,Tuesday,3,0,4,2,19,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Spring Break,spr,School,00:00.0,Wednesday,4,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Spring Break,spr,School,00:00.0,Thursday,5,0,4,2,38,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Spring Break,spr,School,00:00.0,Friday,6,1,4,2,65,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,1,0,4,2,23,67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Monday,2,0,4,2,26,64,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,4,2,31,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,4,2,32,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,4,2,37,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,4,2,83,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,4,2,34,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,4,2,40,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,4,2,34,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,4,2,43,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,4,2,75,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,7,1,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,5,2,35,55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,5,2,33,57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,5,2,31,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,5,2,43,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,5,2,45,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,5,2,85,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Mother's Day,mom,Federal,00:00.0,Sunday,1,0,5,2,39,51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,5,2,59,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,5,2,50,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,5,2,53,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,7,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,1,0,5,2,54,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,2,0,5,2,42,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,3,0,5,2,28,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,4,0,5,2,26,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,5,0,5,2,64,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,6,1,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,5,2,59,31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,5,2,52,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,5,2,60,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,5,2,56,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,5,2,47,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,5,2,69,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,2,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Memorial Day,mem,Federal,00:00.0,Monday,3,0,5,2,24,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,5,2,38,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,6,3,46,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,6,3,55,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,6,3,88,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,2,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,6,3,44,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,6,3,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,6,3,73,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,6,3,54,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,6,3,58,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,6,3,73,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,6,3,71,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Father's Day,dad,Federal,00:00.0,Sunday,2,0,6,3,63,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,6,3,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,6,3,75,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,6,3,67,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,6,3,76,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,6,3,68,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,6,3,68,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,6,3,53,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,6,3,72,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,6,3,82,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,7,3,87,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,2,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Independence Day,ind,Federal,00:00.0,Monday,3,0,7,3,51,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,7,3,69,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,7,3,63,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,7,3,66,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
NULL,NULL,NULL,00:00.0,Friday,7,1,7,3,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NULL,NULL,NULL,00:00.0,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NULL,NULL,NULL,00:00.0,Sunday,2,0,7,3,69,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,7,3,75,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,7,3,79,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,7,3,86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,7,3,81,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,7,3,70,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,7,3,64,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,7,3,81,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,7,3,71,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,7,3,78,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,7,3,88,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,7,3,77,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,7,3,72,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,7,3,75,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,7,3,85,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,7,3,86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,7,3,82,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,8,3,68,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,8,3,76,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,8,3,80,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,8,3,83,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,8,3,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Sunday,2,0,8,3,77,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Monday,3,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Tuesday,4,0,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Wednesday,5,0,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NULL,NULL,NULL,00:00.0,Thursday,6,1,8,3,85,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NULL,NULL,NULL,00:00.0,Friday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NULL,NULL,NULL,00:00.0,Saturday,1,0,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
